"geo","gender","provider_status","time_use","care_type","care_focus","provider_attention","provision_interval","population"
"state12","female","without_children","non_care","informal","none","active",4629870418.00114,4605284.87563741
"state47","female","without_children","non_care","informal","none","active",1791860488.78181,1794013.15744334
"state54","female","without_children","non_care","informal","none","active",573798289.622737,578033.832594015
"state04","female","without_children","non_care","informal","none","active",1504850419.98283,1495900.71055134
"state06","female","without_children","non_care","informal","none","active",7458012264.78772,7362205.40388944
"state55","female","without_children","non_care","informal","none","active",1608556747.83698,1615888.61905436
"state13","female","without_children","non_care","informal","none","active",2510449089.86944,2527831.1448246
"state05","female","without_children","non_care","informal","none","active",882202276.394251,896183.411538573
"state17","female","without_children","non_care","informal","none","active",3085923857.13681,3072202.53755203
"state24","female","without_children","non_care","informal","none","active",1587038104.11676,1599862.05836835
"state42","female","without_children","non_care","informal","none","active",3103626339.54033,3084694.66306973
"state22","female","without_children","non_care","informal","none","active",936434885.222589,893557.722946323
"state37","female","without_children","non_care","informal","none","active",2211901978.39466,2193427.41016916
"state20","female","without_children","non_care","informal","none","active",759733720.530757,746809.144510187
"state21","female","without_children","non_care","informal","none","active",1335713808.18495,1361551.9986936
"state28","female","without_children","non_care","informal","none","active",669356575.104676,652555.289871483
"state49","female","without_children","non_care","informal","none","active",778629748.636464,769385.46216823
"state51","female","without_children","non_care","informal","none","active",2319181119.17461,2389447.68455366
"state34","female","without_children","non_care","informal","none","active",2204093718.64828,2181055.02868006
"state27","female","without_children","non_care","informal","none","active",1476014507.77174,1509773.51353403
"state45","female","without_children","non_care","informal","none","active",1647427860.45556,1571593.5789051
"state08","female","without_children","non_care","informal","none","active",1378100281.21767,1407373.4986656
"state40","female","without_children","non_care","informal","none","active",816461996.144557,815711.605929771
"state39","female","without_children","non_care","informal","none","active",3571601604.47367,3656322.68603013
"state15","female","without_children","non_care","informal","none","active",210951946.254515,209091.759828679
"state35","female","without_children","non_care","informal","none","active",522983922.766525,539928.395179628
"state44","female","without_children","non_care","informal","none","active",340814263.167249,332978.156348995
"state16","female","without_children","non_care","informal","none","active",367864342.99718,391421.593399705
